image_path,tag,ansible_core_version,python_version,rhel_version
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.10,2.16.10,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.10-1,2.16.10,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.11,2.16.11,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.11-4,2.16.11,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.12,2.16.12,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.12-3,2.16.12,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.13,2.16.13,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.13-2,2.16.13,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14,2.16.14,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-12,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-14,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-18,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-2,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-20,2.16.14,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-24,2.16.14,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-7,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.14-9,2.16.14,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.3,2.16.3,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.3-2,2.16.3,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.4,2.16.4,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.4-1,2.16.4,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.5,2.16.5,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.5-2,2.16.5,3.11.5,9.3 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.6,2.16.6,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.6-3,2.16.6,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.7,2.16.7,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.7-2,2.16.7,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.8,2.16.8,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.8-2,2.16.8,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.8-6,2.16.8,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.9,2.16.9,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.16.9-1,2.16.9,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17,2.17.13,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.0,2.17.0,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.0-2,2.17.0,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.1,2.17.1,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.10,2.17.10,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.10-2,2.17.10,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.11,2.17.11,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.11-2,2.17.11,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.12,2.17.12,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.1-2,2.17.1,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.12-2,2.17.12,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.13,2.17.13,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.13-4,2.17.13,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.1-6,2.17.1,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.2,2.17.2,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.2-1,2.17.2,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.3,2.17.3,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.3-2,2.17.3,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.4,2.17.4,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.4-4,2.17.4,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.5,2.17.5,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.5-3,2.17.5,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.6,2.17.6,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.6-2,2.17.6,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.7,2.17.7,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.7-2,2.17.7,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.8,2.17.8,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.8-2,2.17.8,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.8-4,2.17.8,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.9,2.17.9,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.9-2,2.17.9,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.9-4,2.17.9,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.17.9-6,2.17.9,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18,2.18.7,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.0,2.18.0,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.0-2,2.18.0,3.11.7,9.4 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.1,2.18.1,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.1-2,2.18.1,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.1-4,2.18.1,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.2,2.18.2,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.2-2,2.18.2,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.2-4,2.18.2,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.3,2.18.3,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.3-2,2.18.3,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.3-4,2.18.3,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.3-6,2.18.3,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.4,2.18.4,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.4-2,2.18.4,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.5,2.18.5,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.5-1,2.18.5,3.11.9,9.5 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.6,2.18.6,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.6-2,2.18.6,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.7,2.18.7,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,2.18.7-4,2.18.7,3.11.11,9.6 (Plow)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.11,2.11.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.11.6,2.11.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.11.6-1,2.11.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.11.6-5,2.11.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.11.6-6,2.11.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-1,2.12.10,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-14,2.12.10,3.8.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-17,2.12.10,3.8.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-23,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-24,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-26,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-3,2.12.10,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-30,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-31,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-32,2.12.10,3.8.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-38,2.12.10,3.8.17,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-40,2.12.10,3.8.17,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-42,2.12.10,3.8.17,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-43,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-47,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-49,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-54,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-56,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-57,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-59,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-60,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-62,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-64,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-65,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-67,2.12.10,3.8.17,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.10-8,2.12.10,3.8.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.6,2.12.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.6-1,2.12.6,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.7,2.12.7,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.7-1,2.12.7,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.8,2.12.8,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.8-1,2.12.8,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.9,2.12.9,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.12.9-1,2.12.9,3.8.12,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.0,2.13.0,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.0-1,2.13.0,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-1,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-10,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-11,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-12,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-18,2.13.10,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-20,2.13.10,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-22,2.13.10,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-23,2.13.10,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-27,2.13.10,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-29,2.13.10,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-34,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-36,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-37,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-39,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-4,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-40,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-42,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-44,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-45,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-47,2.13.10,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.10-6,2.13.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.2,2.13.2,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.2-3,2.13.2,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.3,2.13.3,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.3-1,2.13.3,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.4,2.13.4,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.4-1,2.13.4,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.5,2.13.5,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.5-1,2.13.5,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.6,2.13.6,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.6-1,2.13.6,3.9.7,8.6 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.7,2.13.7,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.7-1,2.13.7,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.7-5,2.13.7,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.8,2.13.8,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.8-1,2.13.8,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.8-3,2.13.8,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.9,2.13.9,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.13.9-1,2.13.9,3.9.13,8.7 (Ootpa)
