image_path,tag,ansible_core_version,python_version,rhel_version
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.0,2.14.0,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.0-14,2.14.0,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.1,2.14.1,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.10,2.14.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.10-1,2.14.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.10-4,2.14.10,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.11,2.14.11,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.11-1,2.14.11,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.11-2,2.14.11,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.1-3,2.14.1,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-10,2.14.13,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-14,2.14.13,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-16,2.14.13,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-21,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-23,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-24,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-26,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-27,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-29,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-31,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-32,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-34,2.14.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-5,2.14.13,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-7,2.14.13,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.13-9,2.14.13,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.2,2.14.2,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.2-3,2.14.2,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.3,2.14.3,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.3-1,2.14.3,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.4,2.14.4,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.4-1,2.14.4,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.4-2,2.14.4,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.5,2.14.5,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.5-2,2.14.5,3.9.13,8.7 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.6,2.14.6,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.6-1,2.14.6,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.6-5,2.14.6,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.9,2.14.9,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.14.9-2,2.14.9,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.0,2.15.0,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.0-10,2.15.0,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.0-11,2.15.0,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.10,2.15.10,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.10-1,2.15.10,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.10-6,2.15.10,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.10-7,2.15.10,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.11,2.15.11,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.11-1,2.15.11,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.12,2.15.12,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.12-16,2.15.12,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.12-3,2.15.12,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.12-7,2.15.12,3.9.19,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-12,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-15,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-20,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-21,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-26,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-3,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-6,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.13-9,2.15.13,3.9.20,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.3,2.15.3,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.3-3,2.15.3,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.4,2.15.4,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.4-4,2.15.4,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.4-5,2.15.4,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.5,2.15.5,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.5-2,2.15.5,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.5-3,2.15.5,3.9.16,8.8 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.6,2.15.6,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.6-2,2.15.6,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.8,2.15.8,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.8-1,2.15.8,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.9,2.15.9,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.15.9-4,2.15.9,3.9.18,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16,2.16.14,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.10,2.16.10,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.10-2,2.16.10,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.11,2.16.11,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.11-3,2.16.11,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.12,2.16.12,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.12-4,2.16.12,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.13,2.16.13,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.13-1,2.16.13,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14,2.16.14,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-1,2.16.14,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-10,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-11,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-13,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-17,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-19,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-23,2.16.14,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-3,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.14-8,2.16.14,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.3,2.16.3,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.3-1,2.16.3,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.4,2.16.4,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.4-2,2.16.4,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.5,2.16.5,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.5-1,2.16.5,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.6,2.16.6,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.6-4,2.16.6,3.11.5,8.9 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.7,2.16.7,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.7-1,2.16.7,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.8,2.16.8,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.8-1,2.16.8,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.8-5,2.16.8,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.9,2.16.9,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.16.9-2,2.16.9,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17,2.17.13,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.0,2.17.0,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.0-1,2.17.0,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.1,2.17.1,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.10,2.17.10,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.10-1,2.17.10,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.11,2.17.11,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.1-1,2.17.1,3.11.7,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.11-1,2.17.11,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.12,2.17.12,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.12-1,2.17.12,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.13,2.17.13,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.13-3,2.17.13,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.1-5,2.17.1,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.2,2.17.2,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.2-2,2.17.2,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.3,2.17.3,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.3-1,2.17.3,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.4,2.17.4,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.4-3,2.17.4,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.5,2.17.5,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.5-4,2.17.5,3.11.9,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.6,2.17.6,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.6-1,2.17.6,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7,2.17.7,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7-1,2.17.7,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.7-3,2.17.7,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8-1,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.8-3,2.17.8,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-1,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-3,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.17.9-5,2.17.9,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.0,2.18.0,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.0-1,2.18.0,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1,2.18.1,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1-1,2.18.1,3.11.10,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.1-3,2.18.1,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2-1,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.2-3,2.18.2,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-1,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-3,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.3-5,2.18.3,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.4,2.18.4,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.4-1,2.18.4,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.5,2.18.5,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.5-2,2.18.5,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.6,2.18.6,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.6-1,2.18.6,3.11.11,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.7,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,2.18.7-3,2.18.7,3.11.13,8.10 (Ootpa)
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel9,latest,,,
registry.redhat.io/ansible-automation-platform/ee-minimal-rhel8,latest,,,
